customer_id,type_of_client,total_ytd_order,total_order_amount_ytd,YTD_amount_negative,total_order_amount_Q4,Q4_amount_negative,sex,marital_status,employment_type,occupation,country_of_origins,age,education,completed_years_of_education,marital_status,relationship_in_household,race
547317911,NULL,12,58.49,1,0.00,1,1,1,Federal-gov,Transport-moving,United-States,43,HS-grad,9,Married-civ-spouse,Husband,White
547478501,Wholesaler,40,19196.45,1,4093.00,1,1,1,Private,Prof-specialty,United-States,35,Prof-school,15,Married-civ-spouse,Husband,White
548264962,NULL,42,442.49,1,219.27,1,0,0,Private,Exec-managerial,United-States,27,Bachelors,13,Never-married,Own-child,White
548289358,NULL,18,228.29,1,111.25,1,1,0,Private,Craft-repair,United-States,52,HS-grad,9,Separated,Not-in-family,White
549124541,Wholesaler,194,1373.63,1,614.88,1,1,1,Private,Craft-repair,China,41,7th-8th,4,Married-civ-spouse,Husband,Asian-Pac-Islander
550847901,NULL,10,181.55,1,65.30,1,1,0,Private,Handlers-cleaners,United-States,17,10th,6,Never-married,Own-child,White
550856715,NULL,119,1074.61,1,366.12,1,0,0,Private,Exec-managerial,United-States,25,HS-grad,9,Separated,Unmarried,White
550902302,NULL,3,-17.45,0,-17.45,0,1,1,Self-emp-inc,Exec-managerial,Cuba,47,Bachelors,13,Married-civ-spouse,Husband,White
551190745,NULL,11,54.15,1,54.15,1,1,1,Private,Craft-repair,United-States,26,HS-grad,9,Married-civ-spouse,Husband,White
551202855,NULL,13,96.03,1,0.00,1,1,1,Private,Transport-moving,United-States,47,HS-grad,9,Married-civ-spouse,Husband,White
552839371,NULL,14,75.15,1,75.15,1,1,0,Private,Other-service,United-States,19,11th,7,Never-married,Other-relative,White
553235642,Personal,30,73.00,1,73.00,1,1,0,Private,Machine-op-inspct,United-States,20,Some-college,10,Never-married,Own-child,White
554799214,Wholesaler,611,8183.25,1,1549.60,1,1,0,Self-emp-inc,Sales,United-States,44,Some-college,10,Never-married,Not-in-family,White
554865690,NULL,86,886.88,1,304.45,1,1,1,Private,Craft-repair,United-States,37,HS-grad,9,Married-civ-spouse,Husband,White
556451726,Personal,4,4.35,1,4.35,1,0,1,State-gov,Exec-managerial,United-States,28,Masters,14,Married-civ-spouse,Wife,White
557388236,NULL,22,-119.02,0,0.00,1,1,1,Private,Prof-specialty,United-States,41,Bachelors,13,Married-civ-spouse,Husband,White
557871241,NULL,12,177.88,1,177.88,1,0,0,Local-gov,Prof-specialty,United-States,56,Masters,14,Divorced,Not-in-family,White
559056805,NULL,46,260.54,1,181.90,1,1,0,Private,Handlers-cleaners,United-States,21,HS-grad,9,Never-married,Not-in-family,White
559151321,NULL,42,411.08,1,411.08,1,0,0,Private,Sales,United-States,39,Some-college,10,Never-married,Own-child,White
559464987,NULL,591,4165.61,1,663.71,1,1,1,Private,Other-service,Philippines,39,5th-6th,3,Married-civ-spouse,Husband,Asian-Pac-Islander
567567560,NULL,9,37.58,1,0.00,1,0,0,Local-gov,Other-service,United-States,45,HS-grad,9,Separated,Unmarried,Black
569088248,NULL,136,971.04,1,399.89,1,1,1,Private,Prof-specialty,United-States,37,Masters,14,Married-civ-spouse,Husband,White
569593771,Wholesaler,123,1241.15,1,276.03,1,1,0,Private,Adm-clerical,United-States,35,HS-grad,9,Divorced,Own-child,White
570854025,NULL,2,1231.50,1,390.00,1,1,0,Private,Other-service,United-States,20,HS-grad,9,Never-married,Own-child,White
572173652,NULL,228,1291.58,1,0.00,1,1,1,Self-emp-not-inc,Handlers-cleaners,United-States,42,HS-grad,9,Married-civ-spouse,Husband,White
573427988,Wholesaler,60,607.19,1,607.19,1,1,1,Federal-gov,Exec-managerial,United-States,36,Bachelors,13,Married-civ-spouse,Husband,White
575389139,NULL,22,201.40,1,201.40,1,0,0,Private,Machine-op-inspct,United-States,23,HS-grad,9,Separated,Unmarried,White
575407653,NULL,29,223.37,1,0.00,1,1,0,Private,Other-service,United-States,29,Some-college,10,Divorced,Other-relative,Black
575502162,NULL,16,152.74,1,152.74,1,1,1,Private,Craft-repair,United-States,38,Some-college,10,Married-civ-spouse,Husband,White
579592354,NULL,39,225.55,1,130.05,1,0,0,Private,Prof-specialty,United-States,38,HS-grad,9,Never-married,Not-in-family,White
579681767,NULL,6,140.25,1,0.00,1,1,1,Self-emp-not-inc,Craft-repair,United-States,31,Assoc-acdm,12,Married-civ-spouse,Not-in-family,White
581570025,Wholesaler,57,673.86,1,197.14,1,1,1,Private,Handlers-cleaners,United-States,51,HS-grad,9,Married-civ-spouse,Husband,White
581809237,NULL,12,119.15,1,0.00,1,1,1,Private,Farming-fishing,Mexico,27,5th-6th,3,Married-civ-spouse,Husband,White
582303177,NULL,11,125.47,1,0.00,1,1,1,Self-emp-inc,Farming-fishing,United-States,48,HS-grad,9,Married-civ-spouse,Husband,White
583085484,NULL,304,1484.37,1,0.00,1,1,0,Local-gov,Protective-serv,United-States,34,Assoc-voc,11,Divorced,Own-child,Asian-Pac-Islander
585903408,NULL,31,305.37,1,0.00,1,0,1,State-gov,Adm-clerical,United-States,26,Some-college,10,Married-civ-spouse,Wife,Black
587377919,NULL,106,1261.74,1,0.00,1,0,0,Private,Prof-specialty,United-States,35,Bachelors,13,Never-married,Not-in-family,White
590039178,NULL,12,110.97,1,0.00,1,1,1,Local-gov,Prof-specialty,United-States,28,Prof-school,15,Married-civ-spouse,Husband,White
590536205,NULL,19,293.70,1,0.00,1,1,1,Private,Handlers-cleaners,United-States,38,Bachelors,13,Married-civ-spouse,Husband,White
591044839,NULL,16,101.94,1,101.94,1,1,0,Private,Transport-moving,United-States,28,HS-grad,9,Divorced,Not-in-family,White
592439386,NULL,21,218.06,1,0.00,1,1,1,Local-gov,Prof-specialty,United-States,49,Bachelors,13,Married-civ-spouse,Husband,White
593087212,NULL,176,1388.75,1,402.98,1,1,0,Private,Other-service,United-States,19,Some-college,10,Never-married,Own-child,White
593845436,NULL,29,397.90,1,0.00,1,1,1,Private,Prof-specialty,United-States,61,HS-grad,9,Married-civ-spouse,Husband,Black
594593423,NULL,8,82.20,1,0.00,1,1,1,Self-emp-inc,Exec-managerial,United-States,59,Some-college,10,Married-civ-spouse,Husband,White
595231658,NULL,30,154.12,1,0.00,1,1,0,Private,Transport-moving,United-States,67,HS-grad,9,Divorced,Not-in-family,White
595670289,Wholesaler,151,1734.09,1,688.35,1,1,1,Self-emp-not-inc,Other-service,United-States,61,HS-grad,9,Married-civ-spouse,Husband,Black
596189073,NULL,180,1750.55,1,0.00,1,1,1,Private,Adm-clerical,United-States,26,Bachelors,13,Married-civ-spouse,Husband,White
596403059,NULL,2,343.23,1,293.76,1,0,0,Private,Prof-specialty,United-States,18,11th,7,Never-married,Other-relative,White
598176883,NULL,136,1284.55,1,0.00,1,1,1,Private,Craft-repair,Hungary,55,Assoc-voc,11,Married-civ-spouse,Husband,White
600252504,Wholesaler,54,533.69,1,388.16,1,0,0,Private,Adm-clerical,United-States,61,HS-grad,9,Divorced,Unmarried,Black
602797948,NULL,21,397.45,1,56.28,1,0,0,Private,Other-service,United-States,17,12th,8,Never-married,Own-child,White
603524605,NULL,32,194.07,1,194.07,1,1,1,Private,Prof-specialty,United-States,61,Bachelors,13,Married-civ-spouse,Husband,White
605919810,NULL,234,2738.21,1,-404.91,0,1,1,Private,Craft-repair,United-States,42,HS-grad,9,Married-civ-spouse,Husband,White
606770666,NULL,68,732.11,1,504.00,1,1,0,Private,Handlers-cleaners,United-States,26,HS-grad,9,Never-married,Not-in-family,White
608545081,NULL,11,155.32,1,155.32,1,0,0,Private,Prof-specialty,United-States,30,Assoc-acdm,12,Never-married,Not-in-family,Black
609413675,Wholesaler,26,129.47,1,129.47,1,1,0,Private,Handlers-cleaners,United-States,19,12th,8,Never-married,Not-in-family,White
610524855,NULL,73,453.68,1,453.68,1,1,1,Private,Other-service,Outlying-US(Guam-USVI-etc),41,9th,5,Married-civ-spouse,Husband,White
611152073,NULL,9,73.80,1,73.80,1,1,0,Private,Tech-support,United-States,61,Some-college,10,Never-married,Own-child,White
614409951,NULL,229,2050.16,1,172.02,1,1,0,Self-emp-not-inc,Craft-repair,United-States,29,HS-grad,9,Never-married,Not-in-family,White
614499114,NULL,32,3461.39,1,0.00,1,1,0,Private,Transport-moving,United-States,43,Some-college,10,Separated,Unmarried,White
615007255,NULL,906,5790.18,1,1351.45,1,1,1,Private,Exec-managerial,United-States,51,Assoc-voc,11,Married-civ-spouse,Husband,White
617825644,NULL,10,89.27,1,0.00,1,1,1,Private,Craft-repair,United-States,27,HS-grad,9,Married-civ-spouse,Husband,White
618066563,NULL,21,122.36,1,122.36,1,1,1,Self-emp-not-inc,Craft-repair,United-States,49,HS-grad,9,Married-civ-spouse,Husband,White
619673802,NULL,75,588.05,1,365.26,1,1,1,Private,Craft-repair,United-States,62,Assoc-voc,11,Married-civ-spouse,Husband,Asian-Pac-Islander
621557850,NULL,33,300.42,1,0.00,1,1,0,Private,Craft-repair,United-States,32,11th,7,Divorced,Own-child,White
621583883,Wholesaler,8,145.02,1,137.60,1,0,0,Private,Exec-managerial,United-States,37,Masters,14,Never-married,Not-in-family,Black
621652358,NULL,8,65.50,1,0.00,1,0,0,Private,Adm-clerical,United-States,27,Bachelors,13,Never-married,Unmarried,White
622238042,NULL,4,80.45,1,80.45,1,0,0,Private,Prof-specialty,Philippines,31,Assoc-acdm,12,Never-married,Other-relative,Asian-Pac-Islander
624414429,NULL,1,-1.25,0,-1.25,0,1,1,Private,Craft-repair,United-States,52,HS-grad,9,Married-civ-spouse,Husband,White
624461028,NULL,33,225.05,1,225.05,1,1,1,Self-emp-not-inc,Transport-moving,United-States,61,7th-8th,4,Married-civ-spouse,Husband,White
624633085,Wholesaler,198,2247.31,1,854.34,1,1,1,Private,Prof-specialty,United-States,59,HS-grad,9,Married-civ-spouse,Husband,White
626144748,NULL,32,472.14,1,0.00,1,1,1,Self-emp-inc,Farming-fishing,United-States,36,HS-grad,9,Married-civ-spouse,Husband,White
629263147,NULL,77,765.98,1,0.00,1,1,0,Private,Machine-op-inspct,United-States,52,HS-grad,9,Divorced,Not-in-family,Black
630517237,Wholesaler,15,140.05,1,108.75,1,0,0,Private,Other-service,Germany,67,7th-8th,4,Widowed,Not-in-family,White
630676445,NULL,11,79.33,1,79.33,1,1,1,State-gov,Handlers-cleaners,United-States,49,HS-grad,9,Married-civ-spouse,Husband,White
631276932,NULL,16,130.55,1,0.00,1,1,1,Private,Craft-repair,United-States,51,HS-grad,9,Married-civ-spouse,Husband,White
631590752,NULL,18,236.48,1,0.00,1,1,1,State-gov,Prof-specialty,United-States,62,Prof-school,15,Married-civ-spouse,Husband,White
631664048,NULL,194,647.49,1,461.92,1,1,0,Private,Handlers-cleaners,United-States,20,HS-grad,9,Never-married,Own-child,White
633469163,NULL,72,643.42,1,147.80,1,0,0,Self-emp-inc,Farming-fishing,United-States,18,HS-grad,9,Never-married,Own-child,White
633702273,NULL,62,376.87,1,0.00,1,1,1,Self-emp-not-inc,Sales,United-States,54,Some-college,10,Married-civ-spouse,Husband,White
636077250,NULL,43,232.03,1,0.00,1,0,0,Local-gov,Other-service,United-States,42,HS-grad,9,Separated,Not-in-family,Black
638503377,NULL,2,76.10,1,0.00,1,0,0,Private,Adm-clerical,United-States,20,HS-grad,9,Never-married,Own-child,White
638776881,NULL,113,754.32,1,0.00,1,0,0,Private,Exec-managerial,United-States,46,Masters,14,Divorced,Not-in-family,White
641167605,NULL,106,1038.60,1,498.24,1,1,0,Private,Other-service,United-States,20,HS-grad,9,Never-married,Other-relative,White
641335802,NULL,61,737.31,1,201.66,1,0,0,Private,Adm-clerical,United-States,34,Some-college,10,Never-married,Other-relative,White
641467861,Wholesaler,48,15082.94,1,3505.66,1,1,1,Self-emp-inc,Exec-managerial,United-States,25,HS-grad,9,Married-civ-spouse,Husband,White
642318519,NULL,34,144.45,1,144.45,1,1,0,Private,Tech-support,United-States,54,Masters,14,Divorced,Not-in-family,White
643304835,NULL,152,1960.08,1,615.83,1,1,1,Private,Tech-support,United-States,62,Bachelors,13,Married-civ-spouse,Husband,White
643426293,NULL,343,4043.14,1,1209.87,1,1,1,Private,Other-service,Mexico,31,HS-grad,9,Married-civ-spouse,Husband,White
643947513,NULL,60,389.85,1,0.00,1,0,0,Private,Sales,United-States,23,Bachelors,13,Never-married,Not-in-family,White
644711886,NULL,48,570.11,1,0.00,1,0,0,Private,Adm-clerical,United-States,38,Some-college,10,Divorced,Unmarried,White
646053620,NULL,68,949.51,1,0.00,1,1,1,Self-emp-not-inc,Craft-repair,Canada,49,9th,5,Married-civ-spouse,Husband,White
646554961,NULL,14,152.30,1,0.00,1,0,0,Self-emp-not-inc,Farming-fishing,United-States,55,HS-grad,9,Separated,Unmarried,White
647256304,NULL,14,22.29,1,0.00,1,1,1,Private,Adm-clerical,United-States,37,Assoc-acdm,12,Married-civ-spouse,Husband,White
647527786,NULL,13,112.49,1,108.74,1,0,0,Private,Other-service,United-States,30,HS-grad,9,Never-married,Unmarried,White
648841805,Wholesaler,96,894.01,1,351.53,1,0,0,Private,Prof-specialty,United-States,18,10th,6,Never-married,Own-child,White
649091747,NULL,64,290.16,1,290.16,1,1,0,Private,Sales,United-States,17,11th,7,Never-married,Own-child,White
651262269,NULL,46,467.01,1,0.00,1,0,0,Local-gov,Prof-specialty,United-States,45,Masters,14,Never-married,Not-in-family,White
651649301,Wholesaler,206,1696.51,1,505.39,1,1,1,Self-emp-inc,Exec-managerial,United-States,65,Bachelors,13,Married-civ-spouse,Husband,White
653167673,NULL,15,82.00,1,0.00,1,0,0,Private,Other-service,United-States,25,HS-grad,9,Never-married,Own-child,White
655741704,Personal,87,385.52,1,385.52,1,1,0,Private,Prof-specialty,United-States,67,HS-grad,9,Widowed,Not-in-family,White
657224506,Wholesaler,199,961.12,1,354.26,1,1,1,Private,Prof-specialty,United-States,50,9th,5,Married-civ-spouse,Husband,White
659388694,NULL,210,2280.83,1,1149.15,1,0,1,Private,Exec-managerial,United-States,25,Some-college,10,Married-civ-spouse,Wife,Black
660077072,NULL,9,79.53,1,38.07,1,1,1,Private,Craft-repair,United-States,59,HS-grad,9,Married-civ-spouse,Husband,White
660197991,Wholesaler,141,1155.56,1,248.30,1,0,0,Self-emp-inc,Machine-op-inspct,Honduras,41,Some-college,10,Divorced,Not-in-family,White
666952386,Wholesaler,35,426.62,1,228.75,1,1,1,Private,Machine-op-inspct,United-States,31,10th,6,Married-civ-spouse,Husband,White
669432537,NULL,151,1208.02,1,0.00,1,1,1,Private,Adm-clerical,United-States,27,HS-grad,9,Married-civ-spouse,Husband,White
669650619,NULL,18,165.56,1,0.00,1,0,0,Private,Other-service,United-States,20,Some-college,10,Never-married,Own-child,White
669665002,Wholesaler,181,1606.96,1,-17.15,0,1,1,State-gov,Other-service,United-States,62,HS-grad,9,Married-civ-spouse,Husband,White
669672140,NULL,67,552.46,1,201.65,1,1,0,Private,Craft-repair,Mexico,32,Some-college,10,Never-married,Unmarried,White
670319980,Wholesaler,149,1751.59,1,369.75,1,0,0,Private,Prof-specialty,United-States,26,Masters,14,Never-married,Not-in-family,White
671065869,Personal,7,19.08,1,19.08,1,0,1,Private,Machine-op-inspct,United-States,42,HS-grad,9,Married-civ-spouse,Wife,White
671124298,NULL,301,3547.34,1,1385.52,1,1,0,Private,Prof-specialty,United-States,20,Some-college,10,Never-married,Own-child,White
672635376,NULL,94,1124.81,1,387.38,1,1,1,State-gov,Protective-serv,United-States,54,Some-college,10,Married-civ-spouse,Husband,White
675103607,NULL,7,31.37,1,31.37,1,1,0,Private,Exec-managerial,United-States,34,Bachelors,13,Never-married,Not-in-family,White
677333013,NULL,49,688.87,1,0.00,1,1,1,Private,Craft-repair,United-States,42,Some-college,10,Married-civ-spouse,Husband,White
677606315,Wholesaler,487,2529.93,1,571.31,1,1,0,Private,Craft-repair,El-Salvador,24,HS-grad,9,Never-married,Own-child,White
678667447,Wholesaler,160,973.41,1,973.41,1,1,0,Private,Farming-fishing,United-States,39,HS-grad,9,Never-married,Own-child,White
679324586,NULL,234,617.80,1,-136.85,0,0,0,Private,Sales,United-States,22,Some-college,10,Never-married,Own-child,White
679516176,NULL,5,83.65,1,0.00,1,0,0,Private,Tech-support,United-States,23,Some-college,10,Never-married,Own-child,White
679817947,Wholesaler,30,353.13,1,117.83,1,1,0,Private,Handlers-cleaners,United-States,18,10th,6,Never-married,Own-child,White
680153555,NULL,107,1404.99,1,286.72,1,0,1,Private,Adm-clerical,United-States,50,Some-college,10,Married-civ-spouse,Other-relative,White
680390108,NULL,47,594.83,1,228.20,1,1,1,Private,Protective-serv,Philippines,63,Bachelors,13,Married-civ-spouse,Husband,Asian-Pac-Islander
682079597,NULL,9,164.05,1,164.05,1,1,0,Private,Craft-repair,United-States,32,HS-grad,9,Never-married,Other-relative,White
683448836,NULL,31,175.13,1,0.00,1,0,0,Private,Adm-clerical,United-States,20,Some-college,10,Never-married,Own-child,Other
683739618,NULL,34,619.29,1,19.77,1,1,1,Private,Transport-moving,United-States,52,HS-grad,9,Married-civ-spouse,Husband,Black
683788912,NULL,66,1010.64,1,0.00,1,1,0,State-gov,Other-service,United-States,28,Some-college,10,Divorced,Unmarried,White
684526014,NULL,12,-187.19,0,0.00,1,1,0,Private,Other-service,United-States,20,HS-grad,9,Never-married,Own-child,White
684987617,NULL,131,1159.10,1,1159.10,1,1,0,Private,Sales,United-States,23,Bachelors,13,Never-married,Not-in-family,White
685557685,NULL,1,534.24,1,0.00,1,1,1,Private,Exec-managerial,United-States,52,Bachelors,13,Married-civ-spouse,Husband,White
688355533,NULL,282,4936.91,1,2247.85,1,1,1,Private,Craft-repair,United-States,30,HS-grad,9,Married-civ-spouse,Husband,White
690518914,Wholesaler,26,166.46,1,166.46,1,1,1,Private,Exec-managerial,United-States,32,Bachelors,13,Married-civ-spouse,Husband,White
692327180,NULL,8,118.95,1,0.00,1,0,0,Federal-gov,Tech-support,United-States,29,Bachelors,13,Never-married,Not-in-family,Black
692404344,Wholesaler,48,744.11,1,357.99,1,1,0,Private,Handlers-cleaners,United-States,39,12th,8,Never-married,Not-in-family,White
694063035,NULL,192,1582.12,1,258.33,1,1,1,Private,Craft-repair,United-States,32,HS-grad,9,Married-civ-spouse,Husband,White
694188311,NULL,9,172.58,1,83.20,1,0,1,Private,Prof-specialty,United-States,30,Prof-school,15,Married-civ-spouse,Wife,White
694525754,Wholesaler,218,3326.72,1,601.87,1,1,1,Private,Exec-managerial,United-States,58,Bachelors,13,Married-civ-spouse,Husband,White
695120734,NULL,23,345.21,1,129.61,1,1,1,Private,Exec-managerial,United-States,61,HS-grad,9,Married-civ-spouse,Husband,White
696397068,NULL,153,1491.85,1,980.31,1,1,1,State-gov,Prof-specialty,United-States,49,Masters,14,Married-civ-spouse,Husband,White
699851600,Wholesaler,19,179.35,1,52.99,1,1,1,Private,Transport-moving,United-States,28,HS-grad,9,Married-civ-spouse,Husband,Black
702737725,NULL,32,527.05,1,309.05,1,0,0,Private,Tech-support,United-States,60,10th,6,Widowed,Unmarried,White
703325091,Personal,26,296.18,1,36.08,1,1,0,Private,Prof-specialty,United-States,23,Bachelors,13,Never-married,Own-child,White
706020550,NULL,28,306.68,1,0.00,1,1,1,Private,Sales,United-States,40,Bachelors,13,Married-civ-spouse,Husband,White
707110276,Wholesaler,68,503.30,1,217.66,1,1,0,Private,Craft-repair,United-States,27,10th,6,Never-married,Not-in-family,White
707238744,Wholesaler,114,1399.13,1,486.79,1,0,0,Private,Other-service,United-States,35,Some-college,10,Never-married,Not-in-family,White
709314474,NULL,235,2531.66,1,845.20,1,1,1,Private,Exec-managerial,United-States,55,Bachelors,13,Married-civ-spouse,Husband,White
710727813,NULL,34,120.02,1,0.00,1,0,0,Local-gov,Adm-clerical,United-States,22,Some-college,10,Never-married,Not-in-family,White
711108328,NULL,33,614.02,1,614.02,1,1,1,Self-emp-not-inc,Exec-managerial,United-States,41,Prof-school,15,Married-civ-spouse,Husband,White
711129457,NULL,18,640.57,1,277.19,1,1,1,Private,Prof-specialty,United-States,34,Some-college,10,Married-civ-spouse,Husband,Black
714335529,Personal,20,125.10,1,125.10,1,1,1,Self-emp-not-inc,Exec-managerial,United-States,56,Bachelors,13,Married-civ-spouse,Husband,White
715801053,NULL,54,537.37,1,0.00,1,1,1,Private,Handlers-cleaners,United-States,52,HS-grad,9,Married-civ-spouse,Husband,White
717731366,NULL,5,21.15,1,21.15,1,1,1,Without-pay,Farming-fishing,United-States,29,Some-college,10,Married-civ-spouse,Own-child,White
718094548,NULL,278,1328.46,1,969.74,1,1,1,Self-emp-not-inc,Exec-managerial,United-States,26,HS-grad,9,Married-civ-spouse,Husband,White
719817959,NULL,14,47.85,1,47.85,1,1,1,Private,Prof-specialty,United-States,62,Some-college,10,Married-civ-spouse,Husband,White
720247906,NULL,17,266.50,1,266.50,1,1,0,Private,Adm-clerical,United-States,35,HS-grad,9,Separated,Unmarried,White
721066665,Personal,67,307.26,1,125.02,1,1,1,Self-emp-not-inc,Craft-repair,United-States,41,Some-college,10,Married-civ-spouse,Husband,White
721307368,Wholesaler,228,2801.55,1,1570.00,1,1,1,State-gov,Transport-moving,United-States,53,10th,6,Married-civ-spouse,Husband,White
723046423,Personal,3,20.40,1,5.10,1,1,0,Private,Sales,United-States,28,Assoc-acdm,12,Never-married,Not-in-family,White
723716906,Wholesaler,35,223.00,1,223.00,1,1,1,Private,Handlers-cleaners,India,31,11th,7,Married-spouse-absent,Not-in-family,Asian-Pac-Islander
723768776,NULL,206,1150.77,1,305.53,1,0,0,Private,Adm-clerical,United-States,43,HS-grad,9,Divorced,Not-in-family,White
724183051,NULL,12,66.94,1,66.94,1,1,0,Private,Farming-fishing,United-States,28,12th,8,Divorced,Not-in-family,White
725760804,Wholesaler,19,173.29,1,173.29,1,1,0,Private,Craft-repair,United-States,19,HS-grad,9,Never-married,Other-relative,White
725879450,NULL,6,17.80,1,17.80,1,1,1,Private,Tech-support,Philippines,48,Bachelors,13,Married-civ-spouse,Husband,Asian-Pac-Islander
727363196,NULL,213,956.05,1,629.27,1,0,0,Private,Sales,United-States,22,HS-grad,9,Never-married,Other-relative,Black
727767837,NULL,159,2130.24,1,803.72,1,0,0,Private,Exec-managerial,United-States,43,Masters,14,Divorced,Not-in-family,White
728148677,NULL,10,47.49,1,0.00,1,1,1,Local-gov,Prof-specialty,United-States,47,Masters,14,Married-civ-spouse,Husband,White
728945307,NULL,1,101.70,1,0.00,1,1,0,Private,Prof-specialty,United-States,24,Bachelors,13,Never-married,Not-in-family,White
729073358,NULL,104,1014.01,1,0.00,1,1,1,Private,Other-service,United-States,45,Masters,14,Married-civ-spouse,Husband,White
730828677,NULL,47,545.19,1,-9.90,0,0,0,Local-gov,Prof-specialty,United-States,23,Bachelors,13,Never-married,Not-in-family,Black
731096335,Wholesaler,104,1369.23,1,155.89,1,1,1,Private,Machine-op-inspct,United-States,39,Assoc-voc,11,Married-civ-spouse,Husband,White
731591078,NULL,13,99.60,1,0.00,1,0,1,Self-emp-not-inc,Exec-managerial,United-States,59,10th,6,Married-civ-spouse,Wife,White
731733334,NULL,77,462.47,1,462.47,1,0,0,Private,Prof-specialty,United-States,19,HS-grad,9,Never-married,Own-child,Black
732618126,Wholesaler,53,376.25,1,87.95,1,0,0,Private,Adm-clerical,United-States,38,Some-college,10,Divorced,Not-in-family,Black
737229716,Wholesaler,66,445.66,1,226.95,1,1,0,Private,Craft-repair,United-States,23,HS-grad,9,Never-married,Own-child,Black
738334596,NULL,32,422.55,1,0.00,1,1,1,Private,Prof-specialty,United-States,41,Some-college,10,Married-civ-spouse,Husband,Black
738709855,NULL,20,235.15,1,0.00,1,1,1,Private,Exec-managerial,United-States,46,Some-college,10,Married-civ-spouse,Husband,White
740714433,NULL,9,110.48,1,0.00,1,0,0,Private,Other-service,United-States,57,7th-8th,4,Widowed,Not-in-family,White
747415141,NULL,128,775.16,1,163.00,1,1,0,Private,Sales,United-States,18,12th,8,Never-married,Own-child,White
749731881,NULL,24,358.50,1,358.50,1,0,0,Private,Sales,United-States,52,HS-grad,9,Divorced,Unmarried,White
751726182,NULL,8,98.65,1,0.00,1,1,1,Private,Prof-specialty,United-States,44,Masters,14,Married-civ-spouse,Husband,White
751897831,NULL,77,489.94,1,384.96,1,0,0,Local-gov,Transport-moving,United-States,27,Bachelors,13,Never-married,Not-in-family,White
751953871,Wholesaler,89,877.64,1,209.80,1,1,1,Private,Sales,United-States,41,Bachelors,13,Married-civ-spouse,Husband,White
760272412,NULL,13,159.75,1,123.90,1,0,0,Private,Machine-op-inspct,United-States,46,11th,7,Separated,Not-in-family,White
763352362,NULL,27,128.33,1,0.00,1,0,1,Private,Adm-clerical,United-States,26,Assoc-acdm,12,Married-civ-spouse,Own-child,White
763910602,NULL,5,62.35,1,0.00,1,1,1,Private,Exec-managerial,United-States,47,Bachelors,13,Married-civ-spouse,Husband,White
765400415,NULL,19,241.55,1,0.00,1,0,0,Private,Other-service,United-States,26,Bachelors,13,Never-married,Other-relative,White
766681111,NULL,262,2198.09,1,507.02,1,1,1,State-gov,Prof-specialty,United-States,67,Doctorate,16,Married-civ-spouse,Husband,Black
766922576,NULL,391,4873.10,1,1136.69,1,1,0,Private,Handlers-cleaners,United-States,24,Assoc-acdm,12,Never-married,Not-in-family,White
768157828,NULL,5,69.75,1,69.75,1,1,1,Private,Prof-specialty,South,31,Masters,14,Married-civ-spouse,Husband,Asian-Pac-Islander
769368051,NULL,50,657.06,1,657.06,1,1,1,Federal-gov,Adm-clerical,United-States,44,Assoc-acdm,12,Married-civ-spouse,Husband,White
769526076,NULL,89,1052.03,1,925.98,1,1,0,Private,Handlers-cleaners,United-States,27,HS-grad,9,Divorced,Not-in-family,White
769537034,NULL,34,233.39,1,0.00,1,1,1,State-gov,Transport-moving,United-States,59,9th,5,Married-civ-spouse,Husband,White
773082179,Wholesaler,98,1462.51,1,925.31,1,0,0,Federal-gov,Exec-managerial,United-States,32,HS-grad,9,Never-married,Not-in-family,Black
775785402,NULL,33,399.12,1,0.00,1,1,1,Private,Transport-moving,Mexico,33,9th,5,Married-civ-spouse,Other-relative,White
775808276,Wholesaler,49,414.77,1,13.48,1,0,0,Private,Handlers-cleaners,United-States,36,HS-grad,9,Divorced,Unmarried,White
779914368,NULL,9,70.79,1,78.29,1,1,1,Private,Tech-support,India,27,Bachelors,13,Married-civ-spouse,Husband,Asian-Pac-Islander
782090073,NULL,10,67.98,1,67.98,1,0,1,Self-emp-not-inc,Exec-managerial,United-States,55,Bachelors,13,Married-civ-spouse,Wife,White
782709444,NULL,69,870.54,1,0.00,1,1,0,Private,Adm-clerical,Canada,36,Some-college,10,Divorced,Unmarried,White
782791535,Wholesaler,35,473.55,1,285.18,1,1,1,Private,Other-service,Mexico,37,HS-grad,9,Married-civ-spouse,Husband,White
783273819,NULL,23,309.33,1,309.33,1,0,0,Private,Machine-op-inspct,United-States,38,Bachelors,13,Never-married,Not-in-family,White
784963520,NULL,107,922.50,1,536.42,1,0,1,Private,Prof-specialty,United-States,30,Bachelors,13,Married-civ-spouse,Wife,White
785490268,NULL,24,182.52,1,182.52,1,0,0,Private,Prof-specialty,United-States,22,Some-college,10,Never-married,Own-child,White
785816274,Wholesaler,127,1412.85,1,1412.85,1,1,1,Federal-gov,Exec-managerial,United-States,29,Bachelors,13,Married-civ-spouse,Husband,White
785900877,NULL,24,199.57,1,35.60,1,1,0,Self-emp-not-inc,Exec-managerial,United-States,26,Bachelors,13,Divorced,Not-in-family,White
786174098,Wholesaler,38,306.88,1,306.88,1,1,0,Private,Craft-repair,United-States,42,9th,5,Separated,Unmarried,Black
789148092,Wholesaler,12,154.42,1,154.42,1,0,0,Local-gov,Other-service,United-States,50,Some-college,10,Divorced,Unmarried,Black
